Variable Region Level Season FracMeanError
so southmid 10m MAM 0.7013227849652403
so southmid 10m JJA 0.6793257590342621
so southmid 10m SON 0.6734179621030649
so southmid 10m DJF 0.659257785679861
so antarctic 10m MAM 0.6512353899547659
so antarctic 10m JJA 0.6437233388981223
so antarctic 10m SON 0.6579184403993489
so antarctic 10m DJF 0.45805203479130785
so arctic 100m MAM 0.3376973535993679
so arctic 100m JJA 0.36188383800776636
so arctic 100m SON 0.4274263490282422
so arctic 100m DJF 0.35825447760917023
so northmid 100m MAM 0.49290513969747
so northmid 100m JJA 0.5001274022604232
so northmid 100m SON 0.5026594238452231
so northmid 100m DJF 0.45401113779254
so tropics 100m MAM 0.3434904484398014
so tropics 100m JJA 0.3841963093110424
so tropics 100m SON 0.38950805748327544
so tropics 100m DJF 0.31212967083064047
so nino34 100m MAM 0.14310461429104274
so nino34 100m JJA 0.200095525260892
so nino34 100m SON 0.32212405111148723
so nino34 100m DJF 0.15196847061498098
so southmid 100m MAM 0.3776571874133454
so southmid 100m JJA 0.4686860048833463
so southmid 100m SON 0.55297290435783
so southmid 100m DJF 0.41293155156667377
so antarctic 100m MAM 0.5718568827026645
so antarctic 100m JJA 0.5969485191572088
so antarctic 100m SON 0.5212933572884675
so antarctic 100m DJF 0.5031783479298608
so arctic 1000m MAM 0.09690017469535837
so arctic 1000m JJA 0.09884770186796218
so arctic 1000m SON 0.08255378894842538
so arctic 1000m DJF 0.11380915160346824
so northmid 1000m MAM 0.0885123179645363
so northmid 1000m JJA 0.09350111763170704
so northmid 1000m SON 0.10266905973127395
so northmid 1000m DJF 0.09222795846516234
so tropics 1000m MAM 0.06709246699259884
so tropics 1000m JJA 0.07005237086519288
so tropics 1000m SON 0.07223266504845545
so tropics 1000m DJF 0.07214436107938466
so nino34 1000m MAM 0.02556794184837911
so nino34 1000m JJA 0.046119052275396276
so nino34 1000m SON 0.030664029601038773
so nino34 1000m DJF 0.02880248234865087
so southmid 1000m MAM 0.21874924681053137
so southmid 1000m JJA 0.2229576663670096
so southmid 1000m SON 0.23496045383413974
so southmid 1000m DJF 0.2141663016126868
so antarctic 1000m MAM 0.11718271754154674
so antarctic 1000m JJA 0.11346082255279778
so antarctic 1000m SON 0.1386200258280311
so antarctic 1000m DJF 0.12009966590856125
CMPI global yearly 0.7385436630182057
