Variable Region Level Season FracMeanError
mlotst tropics surface MAM 0.7992228841361105
mlotst tropics surface JJA 0.7623072861712529
mlotst tropics surface SON 0.8695851173419445
mlotst tropics surface DJF 0.6503115504752087
mlotst nino34 surface MAM 0.44923288521750876
mlotst nino34 surface JJA 0.6932832238121936
mlotst nino34 surface SON 0.9001894754582026
mlotst nino34 surface DJF 0.5435344160004961
mlotst southmid surface MAM 0.3839522860494814
mlotst southmid surface JJA 0.6662929854783501
mlotst southmid surface SON 0.8726234392062086
mlotst southmid surface DJF 0.6159108021814188
mlotst antarctic surface MAM 1.6891896642234923
mlotst antarctic surface JJA 1.3698715910982566
mlotst antarctic surface SON 1.2606044232068794
mlotst antarctic surface DJF 2.6623904557499642
thetao arctic 10m MAM 1.0055030297941787
thetao arctic 10m JJA 0.9504788672296302
thetao arctic 10m SON 0.6795925012094257
thetao arctic 10m DJF 0.9401849305390404
thetao northmid 10m MAM 1.2353216715537907
thetao northmid 10m JJA 0.8010455218445575
thetao northmid 10m SON 0.767148140558897
thetao northmid 10m DJF 1.2143248610832922
thetao tropics 10m MAM 1.3922843551601731
thetao tropics 10m JJA 0.9862780318490122
thetao tropics 10m SON 0.8216666935439347
thetao tropics 10m DJF 1.1104606181124475
thetao nino34 10m MAM 2.8330446485510135
thetao nino34 10m JJA 1.505091466627329
thetao nino34 10m SON 0.6593235064241357
thetao nino34 10m DJF 2.076792967489156
thetao southmid 10m MAM 0.6313150885221703
thetao southmid 10m JJA 0.8413963528630185
thetao southmid 10m SON 0.9497217827971536
thetao southmid 10m DJF 0.6289029718293545
thetao antarctic 10m MAM 0.5452310486920959
thetao antarctic 10m JJA 0.9553264914864451
thetao antarctic 10m SON 1.0705308043150228
thetao antarctic 10m DJF 0.5658828328704465
thetao arctic 100m MAM 0.80588102578555
thetao arctic 100m JJA 0.6390041198353543
thetao arctic 100m SON 0.6369837290927833
thetao arctic 100m DJF 0.6985617210434945
thetao northmid 100m MAM 0.9190188602459051
thetao northmid 100m JJA 0.9113363839200629
thetao northmid 100m SON 0.9217244799880139
thetao northmid 100m DJF 0.8599569539112419
thetao tropics 100m MAM 0.8344831213393491
thetao tropics 100m JJA 0.89852926759776
thetao tropics 100m SON 0.8487270609293175
thetao tropics 100m DJF 0.7316318733431048
thetao nino34 100m MAM 0.6681239815100668
thetao nino34 100m JJA 0.914640254823437
thetao nino34 100m SON 0.5612017536035869
thetao nino34 100m DJF 0.6692752716095737
thetao southmid 100m MAM 0.6671133338405365
thetao southmid 100m JJA 0.7629633946390593
thetao southmid 100m SON 0.876631403550495
thetao southmid 100m DJF 0.7060760356174571
thetao antarctic 100m MAM 0.947322940676407
thetao antarctic 100m JJA 1.1669550771209949
thetao antarctic 100m SON 1.344844598345055
thetao antarctic 100m DJF 1.1171402830287613
thetao arctic 1000m MAM 0.07705483450058905
thetao arctic 1000m JJA 0.07505530344271234
thetao arctic 1000m SON 0.07491578163074802
thetao arctic 1000m DJF 0.07679901327589783
thetao northmid 1000m MAM 0.10192612975610961
thetao northmid 1000m JJA 0.10522031469967082
thetao northmid 1000m SON 0.11049543266826892
thetao northmid 1000m DJF 0.1006483869244502
thetao tropics 1000m MAM 0.07234952421995167
thetao tropics 1000m JJA 0.07379162832969098
thetao tropics 1000m SON 0.08033154369584762
thetao tropics 1000m DJF 0.07376281495619989
thetao nino34 1000m MAM 0.04922583745353747
thetao nino34 1000m JJA 0.043004070321186805
thetao nino34 1000m SON 0.04237882679750799
thetao nino34 1000m DJF 0.060913866555422906
thetao southmid 1000m MAM 0.19072435229370033
thetao southmid 1000m JJA 0.202746484607931
thetao southmid 1000m SON 0.21383534727923045
thetao southmid 1000m DJF 0.18799453054181536
thetao antarctic 1000m MAM 0.1825731778093384
thetao antarctic 1000m JJA 0.17871005123116093
thetao antarctic 1000m SON 0.19391019072921023
thetao antarctic 1000m DJF 0.17453396794915335
so arctic 10m MAM 0.9667706094021522
so arctic 10m JJA 0.7410229452586129
so arctic 10m SON 0.7172082696502001
so arctic 10m DJF 0.9370751465780642
so northmid 10m MAM 0.650216507653219
so northmid 10m JJA 0.7386906262742499
so northmid 10m SON 0.8115478066175533
so northmid 10m DJF 0.6466382370986937
so tropics 10m MAM 0.8102847669583478
so tropics 10m JJA 0.7769087764908472
so tropics 10m SON 0.7181250442257141
so tropics 10m DJF 0.7028758935537602
so nino34 10m MAM 0.44525306260328196
so nino34 10m JJA 0.5134279573604286
so nino34 10m SON 0.8242836513019026
so nino34 10m DJF 0.5059591398831993
so southmid 10m MAM 0.6998762302053053
so southmid 10m JJA 0.672867924694396
so southmid 10m SON 0.6363731554717773
so southmid 10m DJF 0.6354978830292615
so antarctic 10m MAM 0.6448951027266211
so antarctic 10m JJA 0.6379577240166332
so antarctic 10m SON 0.6655529947637031
so antarctic 10m DJF 0.43247322470811905
so arctic 100m MAM 0.31884411515796324
so arctic 100m JJA 0.33514453139494993
so arctic 100m SON 0.4042307916792507
so arctic 100m DJF 0.3494056537471606
so northmid 100m MAM 0.4958520538707337
so northmid 100m JJA 0.5038887988469062
so northmid 100m SON 0.4967678811236448
so northmid 100m DJF 0.4594531726484412
so tropics 100m MAM 0.3476883370324316
so tropics 100m JJA 0.38317881260698483
so tropics 100m SON 0.3989435831678971
so tropics 100m DJF 0.31704945406759105
so nino34 100m MAM 0.17455485422459793
so nino34 100m JJA 0.23206020508103958
so nino34 100m SON 0.33007885850110086
so nino34 100m DJF 0.14531008272299653
so southmid 100m MAM 0.3803451600408783
so southmid 100m JJA 0.48003987372300616
so southmid 100m SON 0.5381090157889937
so southmid 100m DJF 0.4089673157341212
so antarctic 100m MAM 0.584197494860631
so antarctic 100m JJA 0.5994443759863091
so antarctic 100m SON 0.5301765796724802
so antarctic 100m DJF 0.5024621157885862
so arctic 1000m MAM 0.09651276570242084
so arctic 1000m JJA 0.0978582564947045
so arctic 1000m SON 0.0810685289365159
so arctic 1000m DJF 0.1131227123312094
so northmid 1000m MAM 0.08898417053632139
so northmid 1000m JJA 0.09374335992181272
so northmid 1000m SON 0.1030706318002186
so northmid 1000m DJF 0.09207553052163599
