Variable Region Level Season AbsMeanError
ua arctic 300hPa JJA 1.3034755853562638
ua arctic 300hPa SON 1.0284274366175354
ua arctic 300hPa DJF 1.2051424485903777
ua northmid 300hPa MAM 2.441430515673866
ua northmid 300hPa JJA 2.412535476663786
ua northmid 300hPa SON 1.3396422040840126
ua northmid 300hPa DJF 2.255635059954362
ua tropics 300hPa MAM 2.481086466377415
ua tropics 300hPa JJA 1.8320312438222264
ua tropics 300hPa SON 1.5547675706217268
ua tropics 300hPa DJF 2.1524744905262936
ua nino34 300hPa MAM 2.087923721172605
ua nino34 300hPa JJA 0.9316195276853938
ua nino34 300hPa SON 1.8256544053646628
ua nino34 300hPa DJF 2.9167832175156287
ua southmid 300hPa MAM 2.1392915106765975
ua southmid 300hPa JJA 2.4875096304505266
ua southmid 300hPa SON 3.1882129420673833
ua southmid 300hPa DJF 1.8067627241150728
ua antarctic 300hPa MAM 1.2659273375826752
ua antarctic 300hPa JJA 1.3017651915128496
ua antarctic 300hPa SON 1.7169445269477204
ua antarctic 300hPa DJF 1.3495982708777738
zg arctic 500hPa MAM 19.348768
zg arctic 500hPa JJA 15.237396
zg arctic 500hPa SON 22.536228
zg arctic 500hPa DJF 15.122194
zg northmid 500hPa MAM 26.963999
zg northmid 500hPa JJA 12.86915
zg northmid 500hPa SON 10.096684
zg northmid 500hPa DJF 28.963537
zg tropics 500hPa MAM 16.10946
zg tropics 500hPa JJA 16.124163
zg tropics 500hPa SON 9.722736
zg tropics 500hPa DJF 19.472065
zg nino34 500hPa MAM 18.829863
zg nino34 500hPa JJA 16.430302
zg nino34 500hPa SON 10.740182
zg nino34 500hPa DJF 20.48435
zg southmid 500hPa MAM 20.092733
zg southmid 500hPa JJA 48.34244
zg southmid 500hPa SON 42.01075
zg southmid 500hPa DJF 16.333818
zg antarctic 500hPa MAM 45.36321
zg antarctic 500hPa JJA 50.43871
zg antarctic 500hPa SON 32.871326
zg antarctic 500hPa DJF 18.587772
zos arctic surface MAM 0.02702417195013955
zos arctic surface JJA 0.021020638174737444
zos arctic surface SON 0.023202109653529417
zos arctic surface DJF 0.025020217931460424
zos northmid surface MAM 0.03471357986862245
zos northmid surface JJA 0.036138778920529406
zos northmid surface SON 0.03781836877418076
zos northmid surface DJF 0.035149878108479325
zos tropics surface MAM 0.022933756739602143
zos tropics surface JJA 0.022681731907693042
zos tropics surface SON 0.02437254881738421
zos tropics surface DJF 0.022156319650547308
zos nino34 surface MAM 0.030840604777683817
zos nino34 surface JJA 0.039602035172532
zos nino34 surface SON 0.04638734444104135
zos nino34 surface DJF 0.03821298393319051
zos southmid surface MAM 0.03586544866809156
zos southmid surface JJA 0.034458706500706454
zos southmid surface SON 0.03483954051547411
zos southmid surface DJF 0.03566411629291243
zos antarctic surface MAM 0.029834662761633195
zos antarctic surface JJA 0.024290090626810014
zos antarctic surface SON 0.03330216205243842
zos antarctic surface DJF 0.02990411786650524
mlotst arctic surface MAM 30.751398
mlotst arctic surface JJA 4.0324764
mlotst arctic surface SON 5.6867447
mlotst arctic surface DJF 27.397871
mlotst northmid surface MAM 39.150524
mlotst northmid surface JJA 3.1088095
mlotst northmid surface SON 8.364729
mlotst northmid surface DJF 41.370407
mlotst tropics surface MAM 7.4902906
mlotst tropics surface JJA 7.918145
mlotst tropics surface SON 7.98749
mlotst tropics surface DJF 6.1758175
mlotst nino34 surface MAM 3.7379386
mlotst nino34 surface JJA 7.318204
mlotst nino34 surface SON 5.657282
mlotst nino34 surface DJF 3.8795927
mlotst southmid surface MAM 7.5133452
mlotst southmid surface JJA 29.933535
mlotst southmid surface SON 42.61196
mlotst southmid surface DJF 7.9193892
mlotst antarctic surface MAM 41.502163
mlotst antarctic surface JJA 83.01203
mlotst antarctic surface SON 97.41802
mlotst antarctic surface DJF 30.214811
thetao arctic 10m MAM 0.76716495
thetao arctic 10m JJA 0.79066783
thetao arctic 10m SON 0.50736845
thetao arctic 10m DJF 0.69536054
thetao arctic 100m MAM 0.630539
thetao arctic 100m JJA 0.46007928
thetao arctic 100m SON 0.45802605
thetao arctic 100m DJF 0.4896566
thetao arctic 1000m MAM 0.087759234
thetao arctic 1000m JJA 0.08791825
thetao arctic 1000m SON 0.08720202
thetao arctic 1000m DJF 0.08864638
thetao northmid 10m MAM 1.8703575
thetao northmid 10m JJA 1.2270539
thetao northmid 10m SON 0.979778
thetao northmid 10m DJF 1.6004391
thetao northmid 100m MAM 1.2204694
thetao northmid 100m JJA 1.3271462
thetao northmid 100m SON 1.5091425
thetao northmid 100m DJF 1.2436804
thetao northmid 1000m MAM 0.1399739
thetao northmid 1000m JJA 0.14734241
thetao northmid 1000m SON 0.15596552
thetao northmid 1000m DJF 0.14230272
thetao tropics 10m MAM 1.1256796
thetao tropics 10m JJA 0.84340686
thetao tropics 10m SON 0.8453254
thetao tropics 10m DJF 0.9152467
thetao tropics 100m MAM 1.264597
thetao tropics 100m JJA 1.5534301
thetao tropics 100m SON 1.4899045
thetao tropics 100m DJF 1.1745219
thetao tropics 1000m MAM 0.092952535
thetao tropics 1000m JJA 0.09629846
thetao tropics 1000m SON 0.10357585
thetao tropics 1000m DJF 0.09476022
thetao nino34 10m MAM 1.6930051
thetao nino34 10m JJA 0.41114038
thetao nino34 10m SON 0.55684865
thetao nino34 10m DJF 1.1947006
thetao nino34 100m MAM 1.3464508
thetao nino34 100m JJA 2.1811316
thetao nino34 100m SON 1.4288974
thetao nino34 100m DJF 1.172194
thetao nino34 1000m MAM 0.04603092
thetao nino34 1000m JJA 0.0387453
thetao nino34 1000m SON 0.04861874
thetao nino34 1000m DJF 0.05710531
thetao southmid 10m MAM 0.6673628
thetao southmid 10m JJA 0.85886115
