Variable Region Level Season AbsMeanError
so arctic 100m SON 0.34873228949307084
so arctic 100m DJF 0.29152199879455387
so arctic 1000m MAM 0.014098730189087253
so arctic 1000m JJA 0.014419836874257061
so arctic 1000m SON 0.01209385020407217
so arctic 1000m DJF 0.016767573742985847
so northmid 10m MAM 0.49136759692744414
so northmid 10m JJA 0.6046558225851191
so northmid 10m SON 0.6376991363452295
so northmid 10m DJF 0.49541775909313457
so northmid 100m MAM 0.2728706313000958
so northmid 100m JJA 0.2680086502768443
so northmid 100m SON 0.26808129883795034
so northmid 100m DJF 0.25509097397767033
so northmid 1000m MAM 0.023659799314332798
so northmid 1000m JJA 0.024624882257368984
so northmid 1000m SON 0.027198679858639524
so northmid 1000m DJF 0.024616025243410545
so tropics 10m MAM 0.4443854239265667
so tropics 10m JJA 0.41769761166927366
so tropics 10m SON 0.3891351924835846
so tropics 10m DJF 0.3705680822539366
so tropics 100m MAM 0.14701151370066903
so tropics 100m JJA 0.16171190876653294
so tropics 100m SON 0.16521589118599073
so tropics 100m DJF 0.1353466691587628
so tropics 1000m MAM 0.012856538232747636
so tropics 1000m JJA 0.013351591914139843
so tropics 1000m SON 0.01368281872122732
so tropics 1000m DJF 0.013671260663906582
so nino34 10m MAM 0.1675269106287018
so nino34 10m JJA 0.20754451989445327
so nino34 10m SON 0.25613743751165763
so nino34 10m DJF 0.17640792423149704
so nino34 100m MAM 0.0620838977687395
so nino34 100m JJA 0.0640873931948402
so nino34 100m SON 0.08547093957149082
so nino34 100m DJF 0.053395149328124704
so nino34 1000m MAM 0.0032046430242889555
so nino34 1000m JJA 0.0057346467367975626
so nino34 1000m SON 0.003873247635689836
so nino34 1000m DJF 0.003475059820260936
so southmid 10m MAM 0.27785743342646146
so southmid 10m JJA 0.25867269407674
so southmid 10m SON 0.24703382589996645
so southmid 10m DJF 0.24983778256689387
so southmid 100m MAM 0.12844152842966508
so southmid 100m JJA 0.16445432624373663
so southmid 100m SON 0.19246424616746544
so southmid 100m DJF 0.14187535597079523
so southmid 1000m MAM 0.031112171249588042
so southmid 1000m JJA 0.03146419147111302
so southmid 1000m SON 0.032994715301502144
so southmid 1000m DJF 0.030235873550461905
so antarctic 10m MAM 0.22615601250135872
so antarctic 10m JJA 0.18752091441045607
so antarctic 10m SON 0.18476136946063457
so antarctic 10m DJF 0.1895040095039302
so antarctic 100m MAM 0.13457028128283594
so antarctic 100m JJA 0.14004193445358176
so antarctic 100m SON 0.11944239504787471
so antarctic 100m DJF 0.11250293911396543
so antarctic 1000m MAM 0.012282230089026534
so antarctic 1000m JJA 0.011536950572406345
so antarctic 1000m SON 0.01341303123617649
so antarctic 1000m DJF 0.012369707247503078
