lon,lat,ifs_index,status
121.153850,69.661820,1296,ok
124.615390,69.661820,1297,ok
128.076920,69.661820,1298,ok
131.538470,69.661820,1299,ok
135.000000,69.661820,1300,ok
138.461530,69.661820,1301,ok
141.923080,69.661820,1302,ok
145.384610,69.661820,1303,ok
148.846160,69.661820,1304,ok
152.307690,69.661820,1305,ok
155.769230,69.661820,1306,ok
159.230770,69.661820,1307,ok
173.076920,69.661820,1311,ok
-162.692310,69.661820,1318,ok
-159.230770,69.661820,1319,ok
-155.769230,69.661820,1320,ok
-152.307690,69.661820,1321,ok
-148.846160,69.661820,1322,ok
-145.384610,69.661820,1323,ok
-141.923080,69.661820,1324,ok
-131.538470,69.661820,1327,ok
-128.076920,69.661820,1328,ok
-114.230770,69.661820,1332,ok
-110.769230,69.661820,1333,ok
-107.307690,69.661820,1334,ok
-103.846160,69.661820,1335,ok
-93.461550,69.661820,1338,ok
-83.076930,69.661820,1341,ok
-76.153840,69.661820,1343,ok
-72.692320,69.661820,1344,ok
-69.230770,69.661820,1345,ok
-48.461550,69.661820,1351,ok
-45.000000,69.661820,1352,ok
-41.538450,69.661820,1353,ok
-38.076930,69.661820,1354,ok
-34.615390,69.661820,1355,ok
-31.153840,69.661820,1356,ok
-27.692320,69.661820,1357,ok
-24.230770,69.661820,1358,ok
16.666670,68.726780,1370,ok
20.000000,68.726780,1371,ok
23.333330,68.726780,1372,ok
26.666670,68.726780,1373,ok
30.000000,68.726780,1374,ok
33.333330,68.726780,1375,ok
36.666670,68.726780,1376,ok
53.333330,68.726780,1381,ok
63.333330,68.726780,1384,ok
66.666660,68.726780,1385,ok
70.000000,68.726780,1386,ok
76.666660,68.726780,1388,ok
80.000000,68.726780,1389,ok
83.333340,68.726780,1390,ok
86.666660,68.726780,1391,ok
90.000000,68.726780,1392,ok
93.333340,68.726780,1393,ok
96.666660,68.726780,1394,ok
100.000000,68.726780,1395,ok
103.333340,68.726780,1396,ok
106.666660,68.726780,1397,ok
110.000000,68.726780,1398,ok
113.333340,68.726780,1399,ok
116.666660,68.726780,1400,ok
120.000000,68.726780,1401,ok
123.333340,68.726780,1402,ok
126.666660,68.726780,1403,ok
130.000000,68.726780,1404,ok
133.333330,68.726780,1405,ok
136.666670,68.726780,1406,ok
140.000000,68.726780,1407,ok
143.333330,68.726780,1408,ok
146.666670,68.726780,1409,ok
150.000000,68.726780,1410,ok
153.333330,68.726780,1411,ok
156.666670,68.726780,1412,ok
160.000000,68.726780,1413,ok
163.333330,68.726780,1414,ok
166.666670,68.726780,1415,ok
170.000000,68.726780,1416,ok
173.333330,68.726780,1417,ok
176.666670,68.726780,1418,ok
-180.000000,68.726780,1419,ok
-163.333330,68.726780,1424,ok
-160.000000,68.726780,1425,ok
-156.666670,68.726780,1426,ok
-153.333330,68.726780,1427,ok
-150.000000,68.726780,1428,ok
-146.666670,68.726780,1429,ok
-143.333330,68.726780,1430,ok
-140.000000,68.726780,1431,ok
-136.666670,68.726780,1432,ok
-133.333330,68.726780,1433,ok
-130.000000,68.726780,1434,ok
-126.666670,68.726780,1435,ok
-123.333330,68.726780,1436,ok
-120.000000,68.726780,1437,ok
-116.666670,68.726780,1438,ok
-113.333330,68.726780,1439,ok
-96.666660,68.726780,1444,ok
-93.333340,68.726780,1445,ok
-90.000000,68.726780,1446,unreached
-83.333340,68.726780,1448,ok
-73.333340,68.726780,1451,ok
-70.000000,68.726780,1452,ok
